id,order_number,status,total_amount,shipping_provider,tracking_number,shipping_status,estimated_delivery,notes,created_at,updated_at,customer_name,customer_phone,customer_email,customer_address,products_summary
2cc66e77-a5a5-4e25-affd-3b765ab0b1d3,77,delivered,26.0,yurtici,YK50193656,teslim_edildi,2026-02-13,Hafif taşıyınız.,2026-02-12T15:03:17.179378,2026-02-12T21:03:17.179378,Laze Bilge,905397366205,ocalansagit@example.com,"850 Rasul Fall Suite 019, furt, İzmir",Armut(1 kg)
4795a2f5-74cf-429d-a86c-4fefe87c1a6a,78,delivered,26.0,ptt,PTT85957578,teslim_edildi,2026-03-21,"İş yeri adresi, gündüz saatlerinde teslim.",2026-03-18T14:16:17.179378,2026-03-19T00:16:17.179378,Uz. Köker Nurullah Güçlü,905342322047,ogetakcay@example.org,"0647 Şafak Square, land, Balıkesir",Kırmızı Lahana(2 kg)
0b22bde6-6406-468a-9769-b1f30ef6c29d,79,delivered,750.0,ptt,PTT88270025,teslim_edildi,2026-03-17,,2026-03-16T21:16:17.179378,2026-03-17T02:16:17.179378,Feyha Korutürk,905324514944,tdurmus@example.com,"12805 Adila Crossroad, berg, Konya",Çam Balı(3 kavanoz)
fa95be8c-9d32-4c4a-8a43-3ac83e0296ce,80,delivered,540.0,mng,MNG83363160,teslim_edildi,2026-02-09,Hafif taşıyınız.,2026-02-08T03:34:17.179378,2026-02-08T14:34:17.179378,Ziyaettin Aslan,905171419610,muhammetyaman@example.net,"819 Türk Burgs, ville, Eskişehir",Çiçek Balı(3 kavanoz)
0540d57f-b72e-4190-9bbe-fda55bba5d21,81,delivered,190.0,mng,MNG36738452,teslim_edildi,2026-03-13,,2026-03-11T10:02:17.179378,2026-03-11T20:02:17.179378,Laze Bilge,905397366205,ocalansagit@example.com,"850 Rasul Fall Suite 019, furt, İzmir","Kabak(4 kg), Brokoli(5 adet)"
d0f0769f-ef48-4c01-b44f-461e6bf3a2a7,82,delivered,525.5,ptt,PTT46840133,teslim_edildi,2026-03-29,,2026-03-28T09:30:17.179378,2026-03-28T13:30:17.179378,Laze Bilge,905397366205,ocalansagit@example.com,"850 Rasul Fall Suite 019, furt, İzmir","Elma Sirkesi(4 şişe), Sivri Biber(3 kg), Fındık(2 kg)"
34aa5da0-5614-4c1b-9ab9-85d16d012046,83,delivered,394.9,yurtici,YK94322033,teslim_edildi,2026-02-12,,2026-02-11T23:15:17.179378,2026-02-12T11:15:17.179378,Birgit Tekbay Aksu Çetin,905448038374,etevetoglu@example.com,"784 Tuğçe Stravenue Apt. 845, ton, Trabzon","Kuru Üzüm(4 kg), Salatalık(1 kg), Elma (Amasya)(5 kg)"
de584b97-3482-43d3-889a-d88813be6e4f,84,delivered,90.0,ptt,PTT33574011,teslim_edildi,2026-04-19,,2026-04-18T09:11:17.179378,2026-04-18T18:11:17.179378,Canseven Ergül Akdeniz,905572458591,necva40@example.net,"161 Karadeniz Road Suite 931, land, Eskişehir",Kırmızı Mercimek(3 kg)
95fdab57-260e-4f37-8659-c11dace83bea,85,delivered,518.0,ptt,PTT49613214,teslim_edildi,2026-04-03,Soğuk zincir gerekli.,2026-03-31T13:15:17.179378,2026-04-01T00:15:17.179378,Alattin Yüksel,905144539704,xmansiz@example.org,"9367 Yüksel Drive Apt. 163, berg, Antalya","Ispanak(1 kg), Çam Balı(2 kavanoz)"
14632f9d-39e0-427c-a470-7320dbecf499,86,delivered,174.0,aras,ARAS62958901,teslim_edildi,2026-03-16,Hafif taşıyınız.,2026-03-15T01:08:17.179378,2026-03-15T11:08:17.179378,Bayan Çolpan Hurican Çamurcuoğlu Akdeniz,905556279418,ertasertuncay@example.com,"9868 Akçay Estate Suite 743, burgh, Balıkesir","Kırmızı Mercimek(4 kg), Ispanak(3 kg)"
1c6ee52e-28a6-4b0f-8f38-5b09413d0389,87,delivered,800.0,aras,ARAS41383044,teslim_edildi,2026-03-18,,2026-03-16T22:08:17.179378,2026-03-17T08:08:17.179378,Alattin Yüksel,905144539704,xmansiz@example.org,"9367 Yüksel Drive Apt. 163, berg, Antalya",Ceviz(5 kg)
2dbcb9b9-1ded-44d4-b87f-921149561246,88,delivered,28.0,ptt,PTT50559278,teslim_edildi,2026-04-09,Hafif taşıyınız.,2026-04-06T15:51:17.179378,2026-04-06T23:51:17.179378,Nezize Aygönenç Akçay,905532197935,mahir31@example.com,"232 İlmafer Burg Apt. 563, ton, Trabzon","Ispanak(1 kg), Marul(1 adet)"
2ae1e65d-a4c1-4f3a-af62-d2a324da104a,89,delivered,627.0,yurtici,YK62163160,teslim_edildi,2026-04-22,Komşuya bırakabilirsiniz.,2026-04-20T10:35:17.179378,2026-04-20T17:35:17.179378,Prof. Ferzi Asım Akdeniz,905121499914,denkelkisakurek@example.com,"525 Bilir Skyway Suite 192, ton, Adana","Kuru Kayısı(5 kg), Domates Salçası(4 kg)"
83daf833-54ed-40db-9d95-d308350470c8,90,delivered,1035.8,ptt,PTT47546086,teslim_edildi,2026-02-11,"İş yeri adresi, gündüz saatlerinde teslim.",2026-02-10T02:52:17.179378,2026-02-10T13:52:17.179378,Prof. Ferzi Asım Akdeniz,905121499914,denkelkisakurek@example.com,"525 Bilir Skyway Suite 192, ton, Adana","Kaşar Peyniri(4 kg), Soğan(2 kg), Çiçek Balı(3 kavanoz)"
46567535-e616-446c-9812-f1c5392972ca,91,delivered,72.0,aras,ARAS63437398,teslim_edildi,2026-03-19,"İş yeri adresi, gündüz saatlerinde teslim.",2026-03-17T22:09:17.179378,2026-03-18T09:09:17.179378,Ercihan Arsoy,905242694522,gulel78@example.net,"808 İhsanoğlu Shore Apt. 241, stad, Diyarbakır",Ispanak(4 kg)
4ec3fa61-5b9f-42f8-9647-27f73c71265d,92,delivered,50.0,aras,ARAS16788532,teslim_edildi,2026-04-08,Soğuk zincir gerekli.,2026-04-06T21:53:17.179378,2026-04-06T23:53:17.179378,Nezize Aygönenç Akçay,905532197935,mahir31@example.com,"232 İlmafer Burg Apt. 563, ton, Trabzon",Marul(5 adet)
b83eefe4-f0f8-4d1c-9fd4-c01712d927e7,93,delivered,194.3,yurtici,YK54098516,teslim_edildi,2026-02-24,Komşuya bırakabilirsiniz.,2026-02-23T00:18:17.179378,2026-02-23T02:18:17.179378,Birgit Tekbay Aksu Çetin,905448038374,etevetoglu@example.com,"784 Tuğçe Stravenue Apt. 845, ton, Trabzon","Organik Domates(2 kg), Mandalina(5 kg), Beyaz Lahana(3 kg)"
a7855159-96e5-49f3-8674-3e4d4e30442c,94,delivered,139.7,aras,ARAS58082464,teslim_edildi,2026-02-10,,2026-02-09T18:23:17.179378,2026-02-10T03:23:17.179378,Bayan Çolpan Hurican Çamurcuoğlu Akdeniz,905556279418,ertasertuncay@example.com,"9868 Akçay Estate Suite 743, burgh, Balıkesir","Armut(3 kg), Cherry Domates(1 kg), Havuç(2 kg)"
09112a27-e60b-4eb1-86e7-5261d5f031d9,95,delivered,953.0,ptt,PTT58592048,teslim_edildi,2026-04-23,,2026-04-20T16:01:17.179378,2026-04-20T21:01:17.179378,Minibe Seblâ Tevetoğlu Zorlu,905504684531,kisakurekmehrigul@example.org,"60883 Şafak Cliff Suite 951, chester, Balıkesir","Kabak(2 kg), Çiçek Balı(5 kavanoz), Organik Un(1 kg)"
a1cdf3e1-b997-430d-845a-a73018e15273,96,delivered,697.5,ptt,PTT63904155,teslim_edildi,2026-03-09,Komşuya bırakabilirsiniz.,2026-03-07T18:28:17.179378,2026-03-07T20:28:17.179378,Nezize Aygönenç Akçay,905532197935,mahir31@example.com,"232 İlmafer Burg Apt. 563, ton, Trabzon","Kabak(1 kg), Riviera Zeytinyağı(1 litre), Çiçek Balı(3 kavanoz)"
28b12bcd-7216-4add-a832-43a06f250152,97,delivered,1118.0,mng,MNG61124122,teslim_edildi,2026-04-20,"İş yeri adresi, gündüz saatlerinde teslim.",2026-04-17T22:51:17.179378,2026-04-18T09:51:17.179378,Sümeyye Hayrioğlu,905208090293,hyildirim@example.com,"03911 Alemdar Cliff Apt. 278, burgh, Samsun","Portakal(5 kg), Çam Balı(4 kavanoz), Organik Un(1 kg)"
1fa723c0-b88b-47e2-bcab-e0b010743bdf,98,delivered,84.0,yurtici,YK67723010,teslim_edildi,2026-02-12,,2026-02-10T00:45:17.179378,2026-02-10T07:45:17.179378,Dr. Hayel Aslan Dumanlı,905417637601,demirelserhatmehmet@example.org,"5812 Müslum Lights Apt. 316, view, Eskişehir",Yoğurt(3 kg)
49f3c4e4-5afb-4f12-98f4-ea738903e55c,99,delivered,491.5,ptt,PTT51946203,teslim_edildi,2026-03-15,"İş yeri adresi, gündüz saatlerinde teslim.",2026-03-12T15:11:17.179378,2026-03-12T17:11:17.179378,Minibe Seblâ Tevetoğlu Zorlu,905504684531,kisakurekmehrigul@example.org,"60883 Şafak Cliff Suite 951, chester, Balıkesir","Kaşar Peyniri(4 kg), Beyaz Lahana(1 kg)"
051bfc2c-d8b3-41f0-a7fc-c9243af12cae,100,delivered,180.0,mng,MNG27463800,teslim_edildi,2026-04-26,,2026-04-23T14:44:17.179378,2026-04-23T20:44:17.179378,Uz. Köker Nurullah Güçlü,905342322047,ogetakcay@example.org,"0647 Şafak Square, land, Balıkesir",Kuru Fasulye(5 kg)
8458c439-d8ea-4183-a189-74cf35d734aa,101,delivered,590.0,ptt,PTT16904975,teslim_edildi,2026-02-10,Komşuya bırakabilirsiniz.,2026-02-08T05:09:17.179378,2026-02-08T16:09:17.179378,Prof. Ferzi Asım Akdeniz,905121499914,denkelkisakurek@example.com,"525 Bilir Skyway Suite 192, ton, Adana","Elma (Amasya)(5 kg), Beyaz Peynir(5 kg), Kabak(2 kg)"
3e5a0554-22eb-4721-929a-afe413bc0b68,102,delivered,895.0,mng,MNG25419645,teslim_edildi,2026-03-06,Kapı zilini çalın lütfen.,2026-03-04T15:09:17.179378,2026-03-05T01:09:17.179378,Sebigül Ferhan Ertaş,905475667265,gulildes@example.com,"148 Göksev Landing, ville, Kayseri","Sarımsak(5 kg), Tereyağı(5 kg), Yeşil Mercimek(5 kg)"
7cdd56a0-2a13-4083-8011-6e1118834174,103,cancelled,32.7,,,,,Hafif taşıyınız.,2026-03-09T20:14:17.179378,2026-03-10T02:14:17.179378,Prof. Vâlâ Sakarya,905209961380,cbilge@example.com,"75433 Seyyide Fields, view, Eskişehir",Havuç(3 kg)
3bd3c110-f8a7-476a-bb88-dec0091e20e4,104,cancelled,112.0,,,,,"İş yeri adresi, gündüz saatlerinde teslim.",2026-04-16T12:36:17.179378,2026-04-16T15:36:17.179378,Ziyaettin Aslan,905171419610,muhammetyaman@example.net,"819 Türk Burgs, ville, Eskişehir",Nohut(4 kg)
fd67586e-abf4-44a1-b2ba-7cdc617011bf,105,cancelled,284.6,,,,,Komşuya bırakabilirsiniz.,2026-03-22T18:26:17.179378,2026-03-23T00:26:17.179378,Nezize Aygönenç Akçay,905532197935,mahir31@example.com,"232 İlmafer Burg Apt. 563, ton, Trabzon","Bulgur(4 kg), Soğan(4 kg), Lor Peyniri(3 kg)"
0a40ee5f-f3c6-41a2-9d37-9ec8cc61acea,106,cancelled,416.3,,,,,Kapı zilini çalın lütfen.,2026-04-19T07:42:17.179378,2026-04-19T18:42:17.179378,Minibe Seblâ Tevetoğlu Zorlu,905504684531,kisakurekmehrigul@example.org,"60883 Şafak Cliff Suite 951, chester, Balıkesir","Fındık(2 kg), Patlıcan(2 kg), Sivri Biber(5 kg)"
f65b1375-1296-43bc-be19-8b631c36d2c2,107,cancelled,1160.0,,,,,Hafif taşıyınız.,2026-05-03T03:49:17.179378,2026-05-03T07:49:17.179378,Sümeyye Hayrioğlu,905208090293,hyildirim@example.com,"03911 Alemdar Cliff Apt. 278, burgh, Samsun","Riviera Zeytinyağı(4 litre), Fındık(4 kg)"
4eb7b669-5a5a-4505-9b7b-3980e09dee1e,108,cancelled,162.0,,,,,,2026-03-21T15:09:17.179378,2026-03-22T02:09:17.179378,Kader Bilir,905245855124,nevsal46@example.org,"5107 Bilender Plain Apt. 842, chester, Eskişehir","Ispanak(5 kg), Portakal(4 kg)"
8326ba62-dca1-4dfd-9070-1903f5043a01,109,cancelled,121.1,,,,,Hafif taşıyınız.,2026-04-19T11:06:17.179378,2026-04-19T16:06:17.179378,Elhan Zorlu,905243341057,durmuskorkmazalp@example.net,"79402 Şama Harbors Apt. 351, land, Bursa","Sivri Biber(3 kg), Organik Domates(2 kg), Soğan(2 kg)"
35054015-4d47-4803-9f50-6dbc88382d1e,110,cancelled,514.5,,,,,,2026-04-18T18:00:17.179378,2026-04-19T03:00:17.179378,Prof. Ferzi Asım Akdeniz,905121499914,denkelkisakurek@example.com,"525 Bilir Skyway Suite 192, ton, Adana","Tereyağı(4 kg), Havuç(5 kg), Marul(2 adet)"
d2161a9b-9a5c-43ce-8e2e-367ba4ddbcf6,111,cancelled,454.9,,,,,"İş yeri adresi, gündüz saatlerinde teslim.",2026-03-16T07:27:17.179378,2026-03-16T13:27:17.179378,Prof. Vâlâ Sakarya,905209961380,cbilge@example.com,"75433 Seyyide Fields, view, Eskişehir","Salatalık(1 kg), Tereyağı(4 kg)"
4bd4bc15-f335-4102-8e4d-1ad29c907424,112,cancelled,320.0,,,,,,2026-04-02T00:06:17.179378,2026-04-02T03:06:17.179378,Uz. Köker Nurullah Güçlü,905342322047,ogetakcay@example.org,"0647 Şafak Square, land, Balıkesir","Badem(1 kg), Yoğurt(4 kg), Portakal(1 kg)"
